"id","name","type","address","city","postcode","lat","lon","website","phone","opening_hours","price_tier","avg_rating","suggested_duration","tags","image_url","description_short","description_long","description_last_generated","review_count_at_generation"
1,"British Museum","Museum","Great Russell St","London","WC1B 3DG",51.5194,-0.127,"https://www.britishmuseum.org","+44 20 7323 8299","10:00-17:00",1,4.8,180,"History;Rainy Day;Family","https://plus.unsplash.com/premium_photo-1661925387774-b1ba6b7bb0ad?q=80&w=1161&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D","World-famous museum of human history and culture.","World-famous museum of human history and culture.","2026-04-08 08:49:47",0
161,"King Richard III Visitor Centre","Attraction","4A St Martin's","Leicester","LE1 5DB",52.6346,-1.1352,"https://kriii.com","+44 116 229 4132","10:00-16:00",3,4.5,90,"History;Royal;Interactive","https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Dynasty_Death_and_Discovery%2C_Richard_III_museum_entrance.png/960px-Dynasty_Death_and_Discovery%2C_Richard_III_museum_entrance.png","Exhibition telling the story of the life, death, and discovery of Richard III.","","",0
162,"Leicester Cathedral","History","Peacock Lane","Leicester","LE1 5PZ",52.6349,-1.1362,"https://leicestercathedral.org","+44 116 261 5200","08:00-18:00",1,4.6,45,"Religion;History;Tomb","https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Leicester_Cathedral_south_facade.jpg/500px-Leicester_Cathedral_south_facade.jpg","The final resting place of King Richard III.","","",0
163,"Bradgate Park","Nature","Newtown Linford","Leicester","LE6 0HE",52.6862,-1.2173,"https://www.bradgatepark.org","+44 116 236 2713","07:45-19:00",1,4.8,120,"Nature;Deer;Walking","https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Bradgate_park_rocks.jpg/500px-Bradgate_park_rocks.jpg","Medieval deer park with rocky outcrops and historic ruins.","Bradgate Park offers a captivating escape into Leicestershire’s past and present. Originally established as a medieval deer park, the landscape is a beautiful blend of rugged beauty and historical intrigue. Visitors frequently describe the park as a place of serene discovery, with dramatic rocky outcrops and the evocative remains of old buildings scattered throughout. The park’s design encourages exploration, inviting guests to wander along well-maintained paths and appreciate the natural surroundings. The park is a haven for wildlife, particularly its resident deer, which roam freely amongst the trees and grasslands. Nature lovers and walkers alike will find plenty to enjoy, from the expansive woodland trails to the open parkland. Many guests come back for the atmosphere, appreciating the peacefulness and the opportunity to connect with the countryside – a truly restorative experience.","2026-04-19 19:00:30",0
164,"Kayal","Restaurant","153 Granby Street","Leicester","LE1 6FE",52.6322,-1.1275,"https://www.kayalrestaurant.com","+44 116 255 4667","12:00-23:00",2,4.5,90,"Food;Indian;Kerala","https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Granby_Street_Leicester.jpg/800px-Granby_Street_Leicester.jpg","Authentic Keralan seafood and cuisine in a relaxed setting.","","",0
165,"St Martins Lodge","Hotel","2 Peacock Lane","Leicester","LE1 5PZ",52.6348,-1.1358,"https://www.stmartinslodge.co.uk","+44 116 261 5200","24-Jul",3,4.8,0,"Boutique;History;Central","https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Leicester_Cathedral_Exterior.jpg/800px-Leicester_Cathedral_Exterior.jpg","Luxury accommodation located opposite the Cathedral.","","",0
166,"Old Trafford","Attraction","Sir Matt Busby Way","Manchester","M16 0RA",53.4631,-2.2913,"https://www.manutd.com","+44 161 868 8000","09:30-16:00",3,4.6,120,"Sports;Football;Iconic","https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Manchester_United_Old_Trafford.jpg/800px-Manchester_United_Old_Trafford.jpg","The historic home of Manchester United Football Club, known as the Theatre of Dreams.","","",0
167,"John Rylands Library","Attraction","150 Deansgate","Manchester","M3 3EH",53.4801,-2.2476,"https://www.library.manchester.ac.uk/rylands","+44 161 306 0555","10:00-17:00",1,4.8,60,"Architecture;Harry Potter;Library","https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/John_Rylands_Library_Manchester.jpg/800px-John_Rylands_Library_Manchester.jpg","A neo-Gothic masterpiece housing one of the world's finest collections of rare books.","","",0
168,"Science and Industry Museum","Museum","Liverpool Road","Manchester","M3 4FP",53.4771,-2.255,"https://www.scienceandindustrymuseum.org.uk","+44 330 058 0058","10:00-17:00",1,4.5,120,"Science;Industrial;Kids","https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Museum_of_Science_and_Industry_Manchester.jpg/800px-Museum_of_Science_and_Industry_Manchester.jpg","Museum exploring Manchester's rich legacy of scientific and industrial innovations.","","",0
169,"The Ivy Spinningfields","Restaurant","The Pavilion","Manchester","M3 3GY",53.4802,-2.2514,"https://theivymanchester.com","+44 161 503 3222","08:30-00:00",4,4.4,120,"Dining;Luxury;Instagrammable","https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Spinningfields_Manchester.jpg/800px-Spinningfields_Manchester.jpg","Upscale dining with a roof garden in the heart of the business district.","","",0
170,"Dakota Manchester","Hotel","29 Ducie Street","Manchester","M1 2JL",53.4808,-2.2323,"https://www.dakotahotels.co.uk","+44 161 674 9180","24-Jul",4,4.8,0,"Hotel;Luxury;Romantic","https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Piccadilly_Basin_Manchester.jpg/800px-Piccadilly_Basin_Manchester.jpg","Sophisticated luxury hotel known for its dark, stylish aesthetic and service.","","",0
171,"Clifton Suspension Bridge","Attraction","Bridge Road","Bristol","BS8 3PA",51.4549,-2.6278,"https://cliftonbridge.org.uk","+44 117 974 4664","24-Jul",1,4.7,45,"Views;Iconic;Engineering","https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Clifton_Suspension_Bridge_spanning_the_Avon_Gorge.jpg/800px-Clifton_Suspension_Bridge_spanning_the_Avon_Gorge.jpg","Brunel's iconic suspension bridge spanning the picturesque Avon Gorge.","","",0
172,"SS Great Britain","Museum","Great Western Dockyard","Bristol","BS1 6TY",51.4496,-2.6072,"https://www.ssgreatbritain.org","+44 117 926 0680","10:00-17:00",3,4.8,150,"History;Maritime;Family","https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/SS_Great_Britain_Bristol.jpg/800px-SS_Great_Britain_Bristol.jpg","Museum ship that was the longest passenger ship in the world from 1845 to 1854.","","",0
173,"St Nicholas Market","Market","The Corn Exchange","Bristol","BS1 1JQ",51.4542,-2.5925,"https://www.bristol.gov.uk","","09:30-17:00",1,4.6,60,"Food;Shopping;Local","https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/St_Nicholas_Market_Bristol.jpg/800px-St_Nicholas_Market_Bristol.jpg","Vibrant indoor market with a wide array of independent food stalls.","","",0
174,"Royal Armouries Museum","Museum","Armouries Drive","Leeds","LS10 1LT",53.7918,-1.5323,"https://royalarmouries.org","+44 113 220 1999","10:00-17:00",1,4.7,120,"History;Weapons;Free","https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Royal_Armouries_Museum_Leeds.jpg/800px-Royal_Armouries_Museum_Leeds.jpg","National museum housing the national collection of arms and armour.","","",0
175,"Kirkstall Abbey","Attraction","Abbey Road","Leeds","LS5 3EH",53.8206,-1.6062,"https://museumsandgalleries.leeds.gov.uk","+44 113 378 4079","10:00-16:00",1,4.6,60,"Ruins;History;Park","https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Kirkstall_Abbey_Leeds.jpg/800px-Kirkstall_Abbey_Leeds.jpg","One of the most complete examples of a medieval Cistercian abbey in Britain.","","",0
176,"Harewood House","Attraction","Harewood","Leeds","LS17 9LG",53.8967,-1.5273,"https://harewood.org","+44 113 218 1010","10:00-17:00",3,4.6,180,"Stately Home;Gardens;Art","https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Harewood_House_South_Front.jpg/800px-Harewood_House_South_Front.jpg","18th-century country house with an exotic bird garden and Himalayan garden.","","",0
177,"Newcastle Castle","Attraction","The Black Gate","Newcastle","NE1 1RQ",54.9697,-1.6112,"https://www.newcastlecastle.co.uk","+44 191 230 6300","10:00-17:00",2,4.5,60,"History;Views;Fortress","https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Newcastle_Castle_Keep.jpg/800px-Newcastle_Castle_Keep.jpg","The medieval fortification that gave the city of Newcastle its name.","","",0
178,"The Alnwick Garden","Attraction","Denwick Lane","Northumberland","NE66 1YU",55.4136,-1.6985,"https://www.alnwickgarden.com","+44 1665 511350","10:00-17:00",3,4.6,150,"Gardens;Poison Garden;Family","https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Alnwick_Garden_Cascade.jpg/800px-Alnwick_Garden_Cascade.jpg","Complex of formal gardens adjacent to Alnwick Castle featuring a Poison Garden.","","",0
179,"Hadrian's Wall (Housesteads)","History","Hexham","Northumberland","NE47 6NN",55.0135,-2.3294,"https://www.english-heritage.org.uk","+44 1434 344363","10:00-17:00",2,4.7,90,"Romans;Hiking;Ruins","https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Hadrians_Wall_Housesteads.jpg/800px-Hadrians_Wall_Housesteads.jpg","The most complete Roman fort on Hadrian's Wall with stunning views.","","",0
180,"Chatsworth House","Attraction","Bakewell","Derby","DE45 1PP",53.2285,-1.6104,"https://www.chatsworth.org","+44 1246 565300","10:00-17:00",4,4.8,240,"Stately Home;Pride & Prejudice;Gardens","https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Chatsworth_House_from_South_West.jpg/800px-Chatsworth_House_from_South_West.jpg","Magnificent stately home used as Pemberley in Pride & Prejudice.","","",0
181,"Alton Towers","Theme Park","Farley Lane","Stafford","ST10 4DB",52.9875,-1.8943,"https://www.altontowers.com","+44 1538 704096","10:00-17:00",4,4.5,360,"Thrills;Family;Coasters","https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Alton_Towers_Gardens.jpg/800px-Alton_Towers_Gardens.jpg","The UK's largest theme park with world-class rollercoasters.","","",0
182,"Blackpool Pleasure Beach","Theme Park","525 Ocean Blvd","Blackpool","FY4 1EZ",53.7915,-3.056,"https://www.blackpoolpleasurebeach.com","+44 871 222 1234","11:00-17:00",4,4.4,240,"Seaside;Fun;Coasters","https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/The_Big_One_Blackpool_Pleasure_Beach.jpg/800px-The_Big_One_Blackpool_Pleasure_Beach.jpg","Historic amusement park featuring 'The Big One' rollercoaster.","","",0
183,"Blackpool Tower","Attraction","Promenade","Blackpool","FY1 4BJ",53.8159,-3.0553,"https://www.theblackpooltower.com","+44 1253 622242","10:00-17:00",3,4.5,90,"Views;Iconic;Ballroom","https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Blackpool_Tower_2016.jpg/800px-Blackpool_Tower_2016.jpg","Iconic Victorian tower with a circus, dungeon, and famous ballroom.","Blackpool Tower dominates the skyline of this classic seaside resort, a truly iconic Victorian structure steeped in history and entertainment. Visitors are immediately struck by its grandeur, a testament to a bygone era. Inside, a vibrant mix of attractions awaits, including a thrilling circus, a spooky dungeon, and the magnificent ballroom, a space that has hosted countless balls and celebrations throughout the years. The tower’s observation deck offers breathtaking, iconic views of Blackpool and the Irish Sea, a panorama that’s consistently praised. Many guests come back for the atmosphere and the chance to relive a piece of Blackpool’s rich heritage, making a visit to the Tower a memorable experience for all who attend.","2026-04-12 16:07:13",0
184,"Canterbury Cathedral","History","The Precincts","Canterbury","CT1 2EH",51.2798,1.0828,"https://www.canterbury-cathedral.org","+44 1227 762862","10:00-17:00",3,4.7,90,"Religion;History;Pilgrimage","https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Canterbury_Cathedral_Exterior.jpg/800px-Canterbury_Cathedral_Exterior.jpg","One of the oldest and most famous Christian structures in England.","","",0
185,"White Cliffs of Dover","Nature","Upper Road","Dover","CT16 1HJ",51.1317,1.3468,"https://www.nationaltrust.org.uk","","24-Jul",1,4.7,90,"Hiking;Views;Iconic","https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/White_Cliffs_of_Dover_02.jpg/800px-White_Cliffs_of_Dover_02.jpg","Iconic chalk cliffs facing France across the English Channel.","","",0
186,"Leeds Castle","Castle","Maidstone","Kent","ME17 1PL",51.2483,0.6293,"https://www.leeds-castle.com","+44 1622 765400","10:00-16:30",4,4.6,180,"History;Moat;Gardens","https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Leeds_Castle_Kent.jpg/800px-Leeds_Castle_Kent.jpg","Picturesque castle rising from a moat, often called the loveliest in the world.","","",0
187,"Cheddar Gorge","Nature","Cheddar","Somerset","BS27 3QF",51.2816,-2.7667,"https://www.cheddargorge.co.uk","","24-Jul",1,4.6,120,"Hiking;Caves;Cheese","https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Cheddar_Gorge_Somerset.jpg/800px-Cheddar_Gorge_Somerset.jpg","Britain's largest gorge with stunning cliffs and show caves.","","",0
188,"Wookey Hole Caves","Attraction","The Mill","Wells","BA5 1BB",51.2244,-2.6738,"https://www.wookey.co.uk","+44 1749 672243","10:00-16:00",3,4.4,120,"Caves;Family;Witch","https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Wookey_Hole_Cave.jpg/800px-Wookey_Hole_Cave.jpg","Series of limestone caverns and underground river famous for the Witch of Wookey.","","",0
189,"Glastonbury Tor","Nature","Glastonbury","Somerset","BA6 8BH",51.1447,-2.6986,"https://www.nationaltrust.org.uk","","24-Jul",1,4.8,60,"Views;Spiritual;Hiking","https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Glastonbury_Tor_Somerset.jpg/800px-Glastonbury_Tor_Somerset.jpg","Conical hill topped by the roofless St Michael's Tower, linked to King Arthur.","","",0
190,"Tintagel Castle","History","Tintagel","Cornwall","PL34 0HE",50.6675,-4.7588,"https://www.english-heritage.org.uk","+44 370 333 1181","10:00-17:00",3,4.7,120,"King Arthur;Ruins;Coast","https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Tintagel_Castle_Bridge.jpg/800px-Tintagel_Castle_Bridge.jpg","Medieval fortification located on the peninsula of Tintagel Island.","","",0
191,"Minack Theatre","Attraction","Porthcurno","Cornwall","TR19 6JU",50.0406,-5.651,"https://www.minack.com","+44 1736 810181","10:00-16:30",2,4.8,90,"Theatre;Views;Unique","https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Minack_Theatre_Cornwall.jpg/800px-Minack_Theatre_Cornwall.jpg","Open-air theatre carved into the granite cliff overlooking the sea.","","",0
192,"The Lost Gardens of Heligan","Nature","Pentewan","Cornwall","PL26 6EN",50.2858,-4.8118,"https://www.heligan.com","+44 1726 845100","10:00-17:00",3,4.7,180,"Gardens;Nature;Walk","https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Heligan_Gardens_Mud_Maid.jpg/800px-Heligan_Gardens_Mud_Maid.jpg","One of the most popular botanical gardens in the UK, rediscovered in 1990.","","",0
193,"Land's End","Attraction","Sennen","Cornwall","TR19 7AA",50.0657,-5.713,"https://landsend-landmark.co.uk","","10:00-17:00",2,3.9,60,"Views;Landmark;Coast","https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Lands_End_Signpost.jpg/800px-Lands_End_Signpost.jpg","The most westerly point of mainland England.","","",0
194,"Fistral Beach","Nature","Newquay","Cornwall","TR7 1HY",50.4168,-5.1009,"https://www.fistralbeach.co.uk","","24-Jul",1,4.7,120,"Beach;Surfing;Sunset","https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Fistral_Beach_Newquay.jpg/800px-Fistral_Beach_Newquay.jpg","One of the world's top surfing destinations with golden sand.","","",0
195,"Padstow Harbour","Attraction","Padstow","Cornwall","PL28 8AQ",50.5404,-4.9366,"https://padstowharbour.co.uk","","24-Jul",1,4.7,60,"Food;Boats;Seaside","https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg","Charming fishing port famous for Rick Stein's seafood restaurants.","","",0
197,"Royal Mile","Attraction","Royal Mile","Edinburgh","EH1",55.9497,-3.19,"","","Always open",1,4.6,120,"walking,history","","Historic street linking castle and palace.","","",0
201,"Albert Dock","Attraction","Albert Dock","Liverpool","L3 4AA",53.4009,-2.9945,"","","Always open",1,4.7,120,"waterfront,museum","","Historic dock complex with museums and galleries.","","",0
209,"Globe Theatre","Theatre","21 New Globe Walk","London","SE1 9DT",51.5081,-0.0974,"https://www.shakespearesglobe.com","","10:00-18:00",2,4.6,120,"theatre,history","","Reconstruction of Shakespeare's historic open-air theatre.","","",0
212,"Peak District National Park","Nature","Peak District","Derby","S33",53.34,-1.775,"https://www.peakdistrict.gov.uk","","Always open",1,4.8,240,"national park,hiking","","England's first national park with dramatic landscapes.","The Peak District National Park, easily accessible from Derby, offers a truly remarkable experience for nature lovers. Established as England’s first national park, it boasts dramatic and varied landscapes, from rugged moorland and limestone edges to picturesque valleys and charming villages. Visitors often find themselves captivated by the sheer scale of the scenery and the sense of stepping back in time. The area is exceptionally popular for hiking, with trails catering to all abilities, promising stunning views at every turn and a chance to connect with the wild beauty of the countryside. Exploring the Peak District is a rewarding experience, with many guests returning for the atmosphere and the opportunity to immerse themselves in the area’s rich history and natural wonders. It’s a place where the pace of life slows down, and the focus shifts to appreciating the simple pleasures of the outdoors, making it a consistently appealing destination for those seeking a restorative escape.","2026-04-18 15:01:58",0
215,"The Ivy","Restaurant","West St","London","WC2H 9NQ",51.5129,-0.126,"https://theivy.co.uk","","11:30-23:00",3,4.4,120,"restaurant,classic","","Classic London restaurant with theatrical charm.","The Ivy, nestled on West Street in Covent Garden, is a truly iconic London restaurant, a timeless classic that exudes theatrical charm. It’s a place where elegance and history intertwine, offering a distinctly British experience. Visitors often describe it as feeling like stepping back in time, with its beautifully draped interiors, glittering chandeliers, and a palpable sense of occasion. The restaurant’s enduring popularity speaks to its ability to consistently deliver a memorable evening. Many guests come back for the atmosphere, appreciating the impeccable service and the beautifully presented, traditional dishes. The Ivy is more than just a meal; it’s a destination, a place to celebrate a special occasion or simply indulge in a luxurious and sophisticated London treat. It remains a beloved institution, holding a special place in the hearts of those who’ve experienced its unique allure.","2026-04-08 12:47:36",0
216,"The Balmoral Hotel","Hotel","1 Princes St","Edinburgh","EH2 2EQ",55.9521,-3.189,"https://www.roccofortehotels.com","","24 hours",3,4.8,0,"luxury,hotel","","Luxury landmark hotel overlooking Princes Street.","","",0
217,"The Randolph Hotel","Hotel","Beaumont St","Oxford","OX1 2LN",51.7545,-1.2605,"https://www.graduatehotels.com","","24 hours",3,4.6,0,"hotel,heritage","","Historic hotel in the heart of Oxford.","The Randolph Hotel stands as a magnificent landmark in the very heart of Oxford, a truly historic hotel steeped in heritage. This grand establishment has welcomed visitors for generations, offering a unique blend of classic elegance and contemporary comfort. Its prime location places guests within easy reach of Oxford’s famed museums, the University’s stunning architecture, and the vibrant city center. Many guests describe the Randolph as possessing an unforgettable atmosphere, a feeling of stepping back in time while enjoying all the modern amenities one could desire. Visitors often find themselves returning, drawn by the hotel’s rich history, its beautiful public spaces, and the consistently high standard of service. It’s a place where tradition and hospitality intertwine, making it a memorable part of any Oxford experience.","2026-04-19 17:10:10",0
220,"Greenwich Observatory","Attraction","Blackheath Ave","London","SE10 8XJ",51.4769,-0.0005,"https://www.rmg.co.uk/royal-observatory","","10:00-17:00",2,4.7,90,"science,history","","Home of the Prime Meridian.","","",0
223,"Holyrood Palace","Attraction","Canongate","Edinburgh","EH8 8DX",55.9524,-3.1726,"https://www.rct.uk/visit/palace-of-holyroodhouse","","09:30-18:00",2,4.6,120,"royal,history","","Official residence of the monarch in Scotland.","","",0
224,"Calton Hill","Nature","Calton Hill","Edinburgh","EH7 5AA",55.9553,-3.1827,"https://www.visitscotland.com","","Always open",1,4.8,60,"viewpoint,nature","","Hilltop with city views and monuments.","","",0
226,"Castlefield Urban Heritage Park","Attraction","Castlefield","Manchester","M3",53.474,-2.2547,"https://www.visitmanchester.com","","Always open",1,4.5,90,"roman,canals","","Roman ruins and canalside walks.","","",0
227,"Clifford's Tower","Castle","Tower St","York","YO1 9SA",53.9556,-1.0804,"https://www.english-heritage.org.uk","","10:00-17:00",2,4.5,60,"castle,history","","Medieval castle keep.","","",0
228,"National Railway Museum","Museum","Leeman Rd","York","YO26 4XJ",53.9605,-1.097,"https://www.railwaymuseum.org.uk","","10:00-17:00",1,4.7,120,"trains,museum","","Britain's national railway collection.","","",0
229,"Radcliffe Camera","Attraction","Radcliffe Square","Oxford","OX1 3BG",51.7548,-1.2544,"https://www.bodleian.ox.ac.uk","","Exterior view",1,4.7,45,"architecture,library","","Iconic circular library building.","","",0
230,"Christ Church Meadow","Nature","St Aldates","Oxford","OX1",51.7497,-1.253,"https://www.oxford.gov.uk","","Always open",1,4.7,90,"nature,walk","","Riverside meadow walks.","","",0
231,"The Backs","Nature","Queen's Rd","Cambridge","CB3",52.205,0.113,"https://www.visitcambridge.org","","Always open",1,4.8,90,"river,views","","Scenic riverside college views.","","",0
232,"Fitzwilliam Museum","Museum","Trumpington St","Cambridge","CB2 1RB",52.2006,0.119,"https://www.fitzmuseum.cam.ac.uk","","10:00-17:00",1,4.8,120,"art,museum","","Major art and antiquities museum.","","",0
233,"Brandon Hill & Cabot Tower","Park","Great George St","Bristol","BS1 5RR",51.454,-2.609,"https://www.bristol.gov.uk","","Always open",1,4.7,60,"park,viewpoint","","Park with panoramic city views.","","",0
234,"Harbourside","Attraction","Harbourside","Bristol","BS1",51.45,-2.597,"https://visitbristol.co.uk","","Always open",1,4.6,120,"waterfront,walk","","Redeveloped dockside area.","","",0
236,"Chester City Walls","Attraction","City Walls","Chester","CH1",53.1934,-2.8931,"https://www.visitcheshire.com","","Always open",1,4.7,90,"roman,walk","","Complete Roman city wall circuit.","","",0
237,"Brighton Pier","Attraction","Madeira Dr","Brighton","BN2 1TW",50.8194,-0.1364,"https://brightonpier.co.uk","","11:00-22:00",1,4.4,90,"seaside,pier","","Classic Victorian seaside pier.","Brighton Pier is a wonderfully preserved classic Victorian seaside pier, a true icon of the British coast. Stretching out into the sea, it offers a quintessential British experience, transporting visitors back in time with its traditional striped facade and charmingly weathered wooden structures. The pier is a vibrant hub of activity, a place where the sounds of the waves mingle with the joyful shouts of children and the whir of amusement arcade machines. Many guests come back for the atmosphere, drawn to the nostalgic feeling of a bygone era. Visitors often find themselves returning to enjoy the classic seaside attractions, from thrilling rides and games to traditional fish and chips, creating lasting memories against the backdrop of the Brighton seafront.","2026-04-17 16:53:00",0
239,"Highcross Leicester","Shopping","Highcross St","Leicester","LE1 4AN",52.6369,-1.1336,"https://www.highcrossleicester.com","+44 116 261 9300","09:00-20:00",2,4.0,120,"shopping,retail","","Major shopping centre in Leicester city centre.","Highcross Leicester is a major shopping centre situated in the heart of Leicester city centre, offering a vast selection of retail and shopping experiences. It’s a popular destination for visitors seeking a wide variety of brands, from high street favorites to independent boutiques, and caters to all tastes and budgets. Many guests appreciate the centre’s bright and modern atmosphere, alongside the convenience of its location and plentiful amenities. Visitors often find themselves returning to Highcross, drawn by the diverse shopping options and the lively energy of the area.","2026-04-19 17:18:34",0
240,"Lane7 Leicester","Entertainment","Highcross St","Leicester","LE1 4AN",52.6372,-1.1339,"https://lane7.com/leicester","+44 116 319 0088","12:00-23:00",2,4.6,120,"bowling,games","","Boutique bowling, arcade games and food.","","",0
241,"Curve Theatre","Theatre","Rutland St","Leicester","LE1 1SB",52.6338,-1.1315,"https://www.curveonline.co.uk","+44 116 242 3595","Event dependent",2,4.7,150,"theatre,arts","","Flagship theatre hosting touring productions.","","",0
242,"Abbey Park","Park","Abbey Park Rd","Leicester","LE4 5AQ",52.6503,-1.1353,"https://www.leicester.gov.uk","+44 116 299 5500","Always open",1,4.6,90,"park,nature","https://upload.wikimedia.org/wikipedia/commons/a/a6/Bridge_over_the_River_Soar%2C_Abbey_Park_%28geograph_4718856%29.jpg","Popular riverside park with gardens and ruins.","","",0
243,"Phoenix Cinema & Art Centre","Entertainment","4 Midland St","Leicester","LE1 1TG",52.6325,-1.1257,"https://www.phoenix.org.uk","+44 116 242 2800","10:00-22:00",1,4.6,120,"cinema,independent","","Independent cinema and arts venue.","The Phoenix Cinema & Art Centre is a truly unique gem nestled in the heart of Leicester. This independent cinema and arts venue offers a wonderfully alternative experience, far removed from the usual multiplex. Visitors often find themselves returning to enjoy a diverse programme of screenings, from classic films and independent releases to special events and live performances. Beyond the films, the Phoenix boasts a vibrant atmosphere and a strong sense of community. Many guests come back for the comfortable seating, the friendly staff, and the overall welcoming environment. It’s a place where film lovers and art enthusiasts alike can discover something new and appreciate a genuine, locally-run cultural hub.","2026-04-19 17:19:03",0
244,"Kayal Restaurant","Restaurant","Granby St","Leicester","LE1 6FG",52.6332,-1.1286,"https://kayalrestaurant.co.uk","+44 116 254 0900","12:00-22:30",2,4.7,90,"indian,kerala","","Award-winning South Indian cuisine.","Kayal Restaurant in Leicester offers a truly special dining experience, celebrated for its award-winning South Indian cuisine. The restaurant specializes in authentic dishes from Kerala, bringing the vibrant flavors and spices of that region to Leicester’s culinary scene. Visitors consistently praise the depth of flavor and the quality of the ingredients, describing the food as both comforting and excitingly innovative. Many guests come back for the warm and inviting atmosphere, appreciating the attentive service and the chance to savor genuine Indian tastes. Kayal is a popular choice for those seeking a memorable meal showcasing the rich culinary heritage of India and Kerala.","2026-04-17 19:34:47",0
245,"Victoria Centre","Shopping","Glasshouse St","Nottingham","NG1 3QN",52.958,-1.1477,"https://www.intu.co.uk/victoriacentre","+44 115 985 0000","09:00-20:00",2,4.3,120,"shopping,retail","","Large city-centre shopping mall.","","",0
246,"Roxy Ball Room Nottingham","Entertainment","Thurland St","Nottingham","NG1 3DR",52.9559,-1.147,"https://roxysballroom.com","+44 115 950 8191","12:00-23:00",2,4.6,120,"bowling,games","","Bowling, pool and competitive socialising.","","",0
247,"Nottingham Contemporary","Gallery","Weekday Cross","Nottingham","NG1 2GB",52.9516,-1.1442,"https://www.nottinghamcontemporary.org","+44 115 948 9750","10:00-18:00",1,4.4,90,"art,modern","","Contemporary art gallery with exhibitions.","","",0
248,"Wollaton Hall & Park","Nature","Wollaton Rd","Nottingham","NG8 2AE",52.9477,-1.2126,"https://www.wollatonhall.org.uk","+44 115 876 3100","Always open",1,4.8,150,"park,manor","","Elizabethan mansion in expansive parkland.","Wollaton Hall & Park offers a truly remarkable experience, combining the grandeur of an Elizabethan mansion with the expansive beauty of its surrounding parkland. This historic manor, a magnificent example of Tudor architecture, stands proudly within a vast estate, inviting exploration and offering a fascinating glimpse into England’s past. Visitors often find themselves captivated by the scale of the building and the meticulously maintained grounds, creating a sense of stepping back in time. The park itself is a delight, providing ample space for families, walkers, and cyclists to enjoy the outdoors. Many guests come back for the atmosphere, appreciating the combination of formal gardens, woodland trails, and the opportunity to spot wild deer roaming freely. Wollaton Hall & Park is a destination that consistently impresses, providing a memorable day out for all ages.","2026-04-21 12:44:35",0
249,"Derbion","Shopping","London Rd","Derby","DE1 2PQ",52.9207,-1.4659,"https://www.derbion.com","+44 1332 643322","09:00-20:00",2,4.2,120,"shopping,retail","","Major shopping and leisure destination.","","",0
250,"Hollywood Bowl Derby","Entertainment","Wyvern Way","Derby","DE24 8JH",52.8917,-1.4476,"https://www.hollywoodbowl.co.uk","+44 844 477 0483","10:00-23:00",2,4.5,120,"bowling,arcade","","Ten-pin bowling and arcade games.","","",0
251,"QUAD Derby","Entertainment","Market Pl","Derby","DE1 3AS",52.9219,-1.4764,"https://www.derbyquad.co.uk","+44 1332 290606","10:00-22:00",1,4.5,120,"cinema,arts","","Independent cinema, gallery and cafÃ©.","","",0
252,"Bullring & Grand Central","Shopping","New St","Birmingham","B5 4BU",52.4776,-1.8932,"https://www.bullring.co.uk","+44 121 632 1526","09:00-20:00",2,4.5,150,"shopping,retail","","Flagship shopping centre in Birmingham.","","",0
