id,name,type,address,city,postcode,lat,lon,website,phone,opening_hours,price_tier,avg_rating,suggested_duration,tags,image_url,description_short
186,Leeds Castle,Castle,Maidstone,Kent,ME17 1PL,51.2483,0.6293,https://www.leeds-castle.com,+44 1622 765400,10:00-16:30,4,4.6,180,History;Moat;Gardens,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Leeds_Castle_Kent.jpg/800px-Leeds_Castle_Kent.jpg,"Picturesque castle rising from a moat, often called the loveliest in the world."
187,Cheddar Gorge,Nature,Cheddar,Somerset,BS27 3QF,51.2816,-2.7667,https://www.cheddargorge.co.uk,,24-Jul,1,4.6,120,Hiking;Caves;Cheese,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Cheddar_Gorge_Somerset.jpg/800px-Cheddar_Gorge_Somerset.jpg,Britain's largest gorge with stunning cliffs and show caves.
188,Wookey Hole Caves,Attraction,The Mill,Wells,BA5 1BB,51.2244,-2.6738,https://www.wookey.co.uk,+44 1749 672243,10:00-16:00,3,4.4,120,Caves;Family;Witch,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Wookey_Hole_Cave.jpg/800px-Wookey_Hole_Cave.jpg,Series of limestone caverns and underground river famous for the Witch of Wookey.
189,Glastonbury Tor,Nature,Glastonbury,Somerset,BA6 8BH,51.1447,-2.6986,https://www.nationaltrust.org.uk,,24-Jul,1,4.8,60,Views;Spiritual;Hiking,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Glastonbury_Tor_Somerset.jpg/800px-Glastonbury_Tor_Somerset.jpg,"Conical hill topped by the roofless St Michael's Tower, linked to King Arthur."
190,Tintagel Castle,History,Tintagel,Cornwall,PL34 0HE,50.6675,-4.7588,https://www.english-heritage.org.uk,+44 370 333 1181,10:00-17:00,3,4.7,120,King Arthur;Ruins;Coast,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Tintagel_Castle_Bridge.jpg/800px-Tintagel_Castle_Bridge.jpg,Medieval fortification located on the peninsula of Tintagel Island.
191,Minack Theatre,Attraction,Porthcurno,Cornwall,TR19 6JU,50.0406,-5.651,https://www.minack.com,+44 1736 810181,10:00-16:30,2,4.8,90,Theatre;Views;Unique,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Minack_Theatre_Cornwall.jpg/800px-Minack_Theatre_Cornwall.jpg,Open-air theatre carved into the granite cliff overlooking the sea.
192,The Lost Gardens of Heligan,Nature,Pentewan,Cornwall,PL26 6EN,50.2858,-4.8118,https://www.heligan.com,+44 1726 845100,10:00-17:00,3,4.7,180,Gardens;Nature;Walk,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Heligan_Gardens_Mud_Maid.jpg/800px-Heligan_Gardens_Mud_Maid.jpg,"One of the most popular botanical gardens in the UK, rediscovered in 1990."
193,Land's End,Attraction,Sennen,Cornwall,TR19 7AA,50.0657,-5.713,https://landsend-landmark.co.uk,,10:00-17:00,2,3.9,60,Views;Landmark;Coast,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Lands_End_Signpost.jpg/800px-Lands_End_Signpost.jpg,The most westerly point of mainland England.
194,Fistral Beach,Nature,Newquay,Cornwall,TR7 1HY,50.4168,-5.1009,https://www.fistralbeach.co.uk,,24-Jul,1,4.7,120,Beach;Surfing;Sunset,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Fistral_Beach_Newquay.jpg/800px-Fistral_Beach_Newquay.jpg,One of the world's top surfing destinations with golden sand.
195,Padstow Harbour,Attraction,Padstow,Cornwall,PL28 8AQ,50.5404,-4.9366,https://padstowharbour.co.uk,,24-Jul,1,4.7,60,Food;Boats;Seaside,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Charming fishing port famous for Rick Stein's seafood restaurants.
196,Edinburgh Castle,Castle,Castlehill,Edinburgh,EH1 2NG,55.9486,-3.1999,https://www.edinburghcastle.scot,,09:30-18:00,2,4.7,180,"history,castle",,Historic fortress dominating Edinburgh skyline.
197,Royal Mile,Attraction,Royal Mile,Edinburgh,EH1,55.9497,-3.19,,,Always open,1,4.6,120,"walking,history",,Historic street linking castle and palace.
198,York Minster,Attraction,Deangate,York,YO1 7HH,53.9623,-1.0819,https://yorkminster.org,,09:00-16:30,2,4.8,150,"cathedral,history",,Iconic Gothic cathedral with stained glass.
199,The Shambles,Attraction,The Shambles,York,YO1,53.9625,-1.0803,,,Always open,1,4.7,60,"street,shopping",,Medieval shopping street with timber buildings.
200,Roman Baths,Attraction,Abbey Churchyard,Bath,BA1 1LZ,51.3811,-2.359,https://www.romanbaths.co.uk,,09:00-17:00,2,4.6,120,"roman,history",,Ancient Roman bathing complex.
201,Albert Dock,Attraction,Albert Dock,Liverpool,L3 4AA,53.4009,-2.9945,,,Always open,1,4.7,120,"waterfront,museum",,Historic dock complex with museums and galleries.
202,Cardiff Castle,Castle,Castle St,Cardiff,CF10 3RB,51.4826,-3.1815,https://www.cardiffcastle.com,,10:00-17:00,2,4.6,120,"castle,history",,Medieval castle in the city centre.
203,Bodleian Library,Attraction,Broad St,Oxford,OX1 3BG,51.7549,-1.254,https://www.bodleian.ox.ac.uk,,09:00-17:00,1,4.8,90,"library,history",,One of the oldest libraries in Europe.
204,King's College Chapel,Attraction,King's Parade,Cambridge,CB2 1ST,52.2043,0.1166,https://www.kings.cam.ac.uk/chapel,,09:30-16:30,2,4.8,90,"chapel,architecture",,Famous chapel with fan vaulting.
205,Science and Industry Museum,Museum,Liverpool Rd,Manchester,M3 4FP,53.478,-2.2546,https://www.scienceandindustrymuseum.org.uk,,10:00-17:00,1,4.6,120,"science,industrial",,Museum celebrating Manchester’s industrial heritage.
206,Lake Windermere,Nature,Windermere,Lake District,LA23,54.3809,-2.9071,,,Always open,1,4.8,180,"lake,nature",,Largest natural lake in England.
207,Royal Albert Hall,Music Venue,Kensington Gore,London,SW7 2AP,51.5009,-0.1774,https://www.royalalberthall.com,,Event dependent,2,4.8,150,"music,concert",,World-famous concert hall hosting major performances.
208,Old Trafford,Sport Venue,Sir Matt Busby Way,Manchester,M16 0RA,53.4631,-2.2913,https://www.manutd.com,,09:30-17:00,2,4.7,120,"football,stadium",,Iconic football stadium and home of Manchester United.
209,Globe Theatre,Theatre,21 New Globe Walk,London,SE1 9DT,51.5081,-0.0974,https://www.shakespearesglobe.com,,10:00-18:00,2,4.6,120,"theatre,history",,Reconstruction of Shakespeare’s historic open-air theatre.
210,Hyde Park,Park,Hyde Park,London,W2 2UH,51.5074,-0.1657,,,Always open,1,4.7,90,"park,nature",,Large royal park in central London.
211,Arthur’s Seat,Nature,Holyrood Park,Edinburgh,EH8 8HG,55.9441,-3.1618,,,Always open,1,4.8,120,"hill,hike",,Extinct volcano offering panoramic city views.
212,Peak District National Park,Nature,Peak District,Derbyshire,S33,53.34,-1.775,https://www.peakdistrict.gov.uk,,Always open,1,4.8,240,"national park,hiking",,England’s first national park with dramatic landscapes.
213,The Eagle,Pub,Bene't St,Cambridge,CB2 3QN,52.2028,0.1185,,,11:00-23:00,2,4.5,90,"historic,pub",,Historic pub known for scientific history and classic fare.
214,Borough Market,Food,8 Southwark St,London,SE1 1TL,51.5055,-0.091,https://boroughmarket.org.uk,,10:00-17:00,2,4.6,120,"market,food",,Renowned food market with artisan producers.
215,The Ivy,Restaurant,West St,London,WC2H 9NQ,51.5129,-0.126,https://theivy.co.uk,,11:30-23:00,3,4.4,120,"restaurant,classic",,Classic London restaurant with theatrical charm.
216,The Balmoral Hotel,Hotel,1 Princes St,Edinburgh,EH2 2EQ,55.9521,-3.189,https://www.roccofortehotels.com,,24 hours,3,4.8,0,"luxury,hotel",,Luxury landmark hotel overlooking Princes Street.
217,The Randolph Hotel,Hotel,Beaumont St,Oxford,OX1 2LN,51.7545,-1.2605,https://www.graduatehotels.com,,24 hours,3,4.6,0,"hotel,heritage",,Historic hotel in the heart of Oxford.
218,Clifton Suspension Bridge,Attraction,Clifton,Bristol,BS8 3PA,51.4545,-2.6276,https://cliftonbridge.org.uk,,Always open,1,4.8,60,"bridge,landmark",,Iconic suspension bridge spanning the Avon Gorge.
219,SS Great Britain,Museum,Great Western Dockyard,Bristol,BS1 6TY,51.4499,-2.5976,https://www.ssgreatbritain.org,,10:00-17:30,2,4.7,120,"maritime,history",,Historic steamship designed by Isambard Kingdom Brunel.
220,Greenwich Observatory,Attraction,Blackheath Ave,London,SE10 8XJ,51.4769,-0.0005,https://www.rmg.co.uk/royal-observatory,,10:00-17:00,2,4.7,90,"science,history",,Home of the Prime Meridian.
221,Camden Market,Market,Camden Lock Pl,London,NW1 8AF,51.5416,-0.1469,https://www.camdenmarket.com,,10:00-18:00,1,4.6,120,"market,shopping",,Famous alternative market area.
222,Sky Garden,Attraction,1 Sky Garden Walk,London,EC3M 8AF,51.5107,-0.0837,https://skygarden.london,,10:00-22:00,1,4.7,60,"viewpoint,garden",,Indoor garden with panoramic views.
223,Holyrood Palace,Attraction,Canongate,Edinburgh,EH8 8DX,55.9524,-3.1726,https://www.rct.uk/visit/palace-of-holyroodhouse,,09:30-18:00,2,4.6,120,"royal,history",,Official residence of the monarch in Scotland.
224,Calton Hill,Nature,Calton Hill,Edinburgh,EH7 5AA,55.9553,-3.1827,https://www.visitscotland.com,,Always open,1,4.8,60,"viewpoint,nature",,Hilltop with city views and monuments.
225,John Rylands Library,Attraction,Deansgate,Manchester,M3 3EH,53.4826,-2.25,https://www.library.manchester.ac.uk/rylands,,10:00-17:00,1,4.8,90,"library,architecture",,Neo-Gothic historic library.
226,Castlefield Urban Heritage Park,Attraction,Castlefield,Manchester,M3,53.474,-2.2547,https://www.visitmanchester.com,,Always open,1,4.5,90,"roman,canals",,Roman ruins and canalside walks.
227,Clifford’s Tower,Castle,Tower St,York,YO1 9SA,53.9556,-1.0804,https://www.english-heritage.org.uk,,10:00-17:00,2,4.5,60,"castle,history",,Medieval castle keep.
228,National Railway Museum,Museum,Leeman Rd,York,YO26 4XJ,53.9605,-1.097,https://www.railwaymuseum.org.uk,,10:00-17:00,1,4.7,120,"trains,museum",,Britain’s national railway collection.
229,Radcliffe Camera,Attraction,Radcliffe Square,Oxford,OX1 3BG,51.7548,-1.2544,https://www.bodleian.ox.ac.uk,,Exterior view,1,4.7,45,"architecture,library",,Iconic circular library building.
230,Christ Church Meadow,Nature,St Aldates,Oxford,OX1,51.7497,-1.253,https://www.oxford.gov.uk,,Always open,1,4.7,90,"nature,walk",,Riverside meadow walks.
231,The Backs,Nature,Queen’s Rd,Cambridge,CB3,52.205,0.113,https://www.visitcambridge.org,,Always open,1,4.8,90,"river,views",,Scenic riverside college views.
232,Fitzwilliam Museum,Museum,Trumpington St,Cambridge,CB2 1RB,52.2006,0.119,https://www.fitzmuseum.cam.ac.uk,,10:00-17:00,1,4.8,120,"art,museum",,Major art and antiquities museum.
233,Brandon Hill & Cabot Tower,Park,Great George St,Bristol,BS1 5RR,51.454,-2.609,https://www.bristol.gov.uk,,Always open,1,4.7,60,"park,viewpoint",,Park with panoramic city views.
234,Harbourside,Attraction,Harbourside,Bristol,BS1,51.45,-2.597,https://visitbristol.co.uk,,Always open,1,4.6,120,"waterfront,walk",,Redeveloped dockside area.
235,Durham Cathedral,Attraction,The College,Durham,DH1 3EH,54.7734,-1.576,https://www.durhamcathedral.co.uk,,10:00-16:00,1,4.8,120,"cathedral,unesco",,Norman cathedral overlooking the Wear.
236,Chester City Walls,Attraction,City Walls,Chester,CH1,53.1934,-2.8931,https://www.visitcheshire.com,,Always open,1,4.7,90,"roman,walk",,Complete Roman city wall circuit.
237,Brighton Pier,Attraction,Madeira Dr,Brighton,BN2 1TW,50.8194,-0.1364,https://brightonpier.co.uk,,11:00-22:00,1,4.4,90,"seaside,pier",,Classic Victorian seaside pier.
238,Seven Sisters Cliffs,Nature,Seven Sisters Country Park,East Sussex,BN25 4AR,50.749,0.162,https://www.sevensisters.org.uk,,Always open,1,4.9,180,"cliffs,coastal",,Iconic chalk cliffs on the south coast.
239,Highcross Leicester,Shopping,Highcross St,Leicester,LE1 4AN,52.6369,-1.1336,https://www.highcrossleicester.com,+44 116 261 9300,09:00-20:00,2,4.4,120,"shopping,retail",,Major shopping centre in Leicester city centre.
240,Lane7 Leicester,Entertainment,Highcross St,Leicester,LE1 4AN,52.6372,-1.1339,https://lane7.com/leicester,+44 116 319 0088,12:00-23:00,2,4.6,120,"bowling,games",,"Boutique bowling, arcade games and food."
241,Curve Theatre,Theatre,Rutland St,Leicester,LE1 1SB,52.6338,-1.1315,https://www.curveonline.co.uk,+44 116 242 3595,Event dependent,2,4.7,150,"theatre,arts",,Flagship theatre hosting touring productions.
242,Abbey Park,Park,Abbey Park Rd,Leicester,LE4 5AQ,52.6503,-1.1353,https://www.leicester.gov.uk,+44 116 299 5500,Always open,1,4.6,90,"park,nature",,Popular riverside park with gardens and ruins.
243,Phoenix Cinema & Art Centre,Entertainment,4 Midland St,Leicester,LE1 1TG,52.6325,-1.1257,https://www.phoenix.org.uk,+44 116 242 2800,10:00-22:00,1,4.6,120,"cinema,independent",,Independent cinema and arts venue.
244,Kayal Restaurant,Restaurant,Granby St,Leicester,LE1 6FG,52.6332,-1.1286,https://kayalrestaurant.co.uk,+44 116 254 0900,12:00-22:30,2,4.7,90,"indian,kerala",,Award-winning South Indian cuisine.
245,Victoria Centre,Shopping,Glasshouse St,Nottingham,NG1 3QN,52.958,-1.1477,https://www.intu.co.uk/victoriacentre,+44 115 985 0000,09:00-20:00,2,4.3,120,"shopping,retail",,Large city-centre shopping mall.
246,Roxy Ball Room Nottingham,Entertainment,Thurland St,Nottingham,NG1 3DR,52.9559,-1.147,https://roxysballroom.com,+44 115 950 8191,12:00-23:00,2,4.6,120,"bowling,games",,"Bowling, pool and competitive socialising."
247,Nottingham Contemporary,Gallery,Weekday Cross,Nottingham,NG1 2GB,52.9516,-1.1442,https://www.nottinghamcontemporary.org,+44 115 948 9750,10:00-18:00,1,4.4,90,"art,modern",,Contemporary art gallery with exhibitions.
248,Wollaton Hall & Park,Nature,Wollaton Rd,Nottingham,NG8 2AE,52.9477,-1.2126,https://www.wollatonhall.org.uk,+44 115 876 3100,Always open,1,4.8,150,"park,manor",,Elizabethan mansion in expansive parkland.
249,Derbion,Shopping,London Rd,Derby,DE1 2PQ,52.9207,-1.4659,https://www.derbion.com,+44 1332 643322,09:00-20:00,2,4.2,120,"shopping,retail",,Major shopping and leisure destination.
250,Hollywood Bowl Derby,Entertainment,Wyvern Way,Derby,DE24 8JH,52.8917,-1.4476,https://www.hollywoodbowl.co.uk,+44 844 477 0483,10:00-23:00,2,4.5,120,"bowling,arcade",,Ten-pin bowling and arcade games.
251,QUAD Derby,Entertainment,Market Pl,Derby,DE1 3AS,52.9219,-1.4764,https://www.derbyquad.co.uk,+44 1332 290606,10:00-22:00,1,4.5,120,"cinema,arts",,"Independent cinema, gallery and café."
252,Bullring & Grand Central,Shopping,New St,Birmingham,B5 4BU,52.4776,-1.8932,https://www.bullring.co.uk,+44 121 632 1526,09:00-20:00,2,4.5,150,"shopping,retail",,Flagship shopping centre in Birmingham.
253,Digbeth Dining Club,Food,Digbeth,Birmingham,B5 6DY,52.4755,-1.8836,https://digbethdiningclub.com,+44 121 270 0580,Event dependent,2,4.7,120,"street food,independent",,Popular street food events venue.
254,The Glee Club Birmingham,Entertainment,Arcadian Centre,Birmingham,B5 4TD,52.4748,-1.8976,https://www.glee.co.uk,+44 121 622 4822,Event dependent,2,4.6,150,"comedy,nightlife",,Well-known comedy and live entertainment club.
255,Cannon Hill Park,Park,Russell Rd,Birmingham,B13 8RD,52.4478,-1.8926,https://www.birmingham.gov.uk,+44 121 464 7878,Always open,1,4.6,120,"park,nature",,Large park with lakes and walking routes.
256,Flight Club Birmingham,Entertainment,Temple St,Birmingham,B2 5BG,52.4791,-1.8991,https://flightclubdarts.com,+44 20 3019 3090,12:00-23:00,2,4.7,120,"games,darts",,"Social darts, food and cocktails."
257,Social Climbing Leicester,Sport Venue,St George's Way,Leicester,LE1 1SH,52.636,-1.1349,https://www.socialclimbing.co.uk,+44 116 216 0550,09:00-22:00,2,4.8,120,"climbing,indoor",,Indoor bouldering and climbing centre.
258,Boom Battle Bar Leicester,Entertainment,Highcross St,Leicester,LE1 4AN,52.6371,-1.1338,https://boombattlebar.com,+44 20 8016 7990,12:00-23:00,2,4.6,120,"axe throwing,games",,"Axe throwing, crazy golf and competitive games."
259,Lane7 Leicester,Entertainment,Highcross St,Leicester,LE1 4AN,52.6372,-1.1339,https://lane7.com/leicester,+44 116 319 0088,12:00-23:00,2,4.6,120,"bowling,arcade",,Boutique bowling and games venue.
260,Fosse Park,Shopping,Fosse Park Ave,Leicester,LE19 1UT,52.5826,-1.2315,https://www.fossepark.co.uk,+44 116 282 7590,10:00-20:00,2,4.5,150,"shopping,outlet",,Large out-of-town retail park.
261,National Space Centre,Museum,Exploration Dr,Leicester,LE4 5NS,52.6675,-1.1161,https://spacecentre.co.uk,+44 116 261 0261,10:00-16:00,2,4.6,150,"space,science",,Interactive space science museum.
262,Great Central Railway,Attraction,Great Central Rd,Loughborough,LE11 1RW,52.7723,-1.2056,https://www.gcrailway.co.uk,+44 1509 633323,10:00-17:00,2,4.7,150,"heritage,railway",,Preserved steam railway experience.
263,Abbey Pumping Station,Museum,Corporation Rd,Leicester,LE4 5PX,52.6597,-1.1179,https://www.leicester.gov.uk,+44 116 299 5111,10:00-16:30,1,4.5,90,"industrial,museum",,Museum of science and technology.
264,Leicester Market,Market,Market Place,Leicester,LE1 5GG,52.6349,-1.1342,https://www.leicestermarket.co.uk,+44 116 454 4500,09:00-17:00,1,4.4,90,"market,food",,Large open-air food and produce market.
265,Watermead Country Park,Nature,Wanlip Rd,Leicester,LE4 4JS,52.6724,-1.1026,https://www.leicestershire.gov.uk,+44 116 305 0001,Always open,1,4.7,120,"nature,lakes",,Country park with lakes and trails.
266,Bradgate Park,Nature,Bradgate Park,Leicestershire,LE6 0HB,52.6894,-1.2236,https://www.bradgatepark.org,+44 1530 243949,Always open,1,4.8,180,"deer,park",,Historic parkland with roaming deer.
267,Tenpin Nottingham,Entertainment,Clifton Blvd,Nottingham,NG7 2TU,52.9464,-1.1737,https://www.tenpin.co.uk,+44 115 979 2999,10:00-00:00,2,4.5,120,"bowling,arcade",,"Bowling, arcade and food venue."
268,The Dice Cup,Entertainment,Mansfield Rd,Nottingham,NG1 3FN,52.9576,-1.1472,https://www.thedicecup.co.uk,+44 115 837 0753,12:00-23:00,1,4.8,120,"board games,cafe",,Board game café with extensive library.
269,Sherwood Forest,Nature,Sherwood Forest,Nottinghamshire,NG21 9HN,53.205,-1.067,https://www.visitsherwood.co.uk,+44 1623 823202,Always open,1,4.7,180,"forest,legend",,Legendary forest of Robin Hood.
270,Lincoln Castle,Castle,Castle Hill,Lincoln,LN1 3AA,53.2341,-0.539,https://www.lincolncastle.com,+44 1522 782040,10:00-16:00,2,4.6,120,"castle,history",,Norman castle with Magna Carta.
271,Steep Hill,Attraction,Steep Hill,Lincoln,LN2,53.2346,-0.5374,https://www.visitlincoln.com,+44 1522 530120,Always open,1,4.5,45,"street,heritage",,Historic cobbled street with shops.
272,Delapré Abbey,Attraction,Delapré Abbey,Northampton,NN4 8AW,52.2219,-0.8836,https://www.delapreabbey.org,+44 1604 750005,10:00-17:00,1,4.6,90,"abbey,history",,Historic abbey and parkland.
273,Tenpin Northampton,Entertainment,Sixfields,Northampton,NN5 5QJ,52.2478,-0.9396,https://www.tenpin.co.uk,+44 1604 756667,10:00-00:00,2,4.4,120,"bowling,arcade",,Bowling and entertainment venue.
274,Shakespeare’s Birthplace,Attraction,Henley St,Stratford-upon-Avon,CV37 6QW,52.1917,-1.7079,https://www.shakespeare.org.uk,+44 1789 204016,09:00-17:00,2,4.6,90,"shakespeare,history",,Birthplace of William Shakespeare.
275,Royal Shakespeare Theatre,Theatre,Waterside,Stratford-upon-Avon,CV37 6BB,52.191,-1.706,https://www.rsc.org.uk,+44 1789 331111,Event dependent,2,4.8,150,"theatre,arts",,Flagship theatre of the Royal Shakespeare Company.
276,Anne Hathaway’s Cottage,Attraction,Shottery,Stratford-upon-Avon,CV37 9HH,52.1834,-1.7243,https://www.shakespeare.org.uk,+44 1789 204016,10:00-17:00,2,4.6,90,"cottage,history",,Thatched cottage home of Shakespeare’s wife.
277,Bath Abbey,Attraction,Abbey Churchyard,Bath,BA1 1LT,51.3814,-2.3587,https://www.bathabbey.org,+44 1225 422462,09:00-17:30,1,4.7,90,"abbey,architecture",,Gothic abbey in the heart of Bath.
278,Thermae Bath Spa,Spa,Hot Bath St,Bath,BA1 1SJ,51.381,-2.358,https://www.thermaebathspa.com,+44 1225 331234,09:00-21:00,3,4.6,150,"spa,relax",,Natural thermal spa with rooftop pool.
279,Royal Crescent,Attraction,Royal Crescent,Bath,BA1 2LR,51.3839,-2.3601,https://www.royalcrescent.co.uk,+44 1225 428126,Exterior view,1,4.7,60,"georgian,architecture",,Iconic crescent of Georgian townhouses.
280,Prior Park Landscape Garden,Nature,Ralph Allen Dr,Bath,BA2 5LB,51.3676,-2.3548,https://www.nationaltrust.org.uk,+44 344 249 1895,10:00-17:00,1,4.6,120,"garden,views",,18th-century landscaped garden with views.
281,Blenheim Palace,Attraction,Woodstock,Oxfordshire,OX20 1PP,51.8413,-1.3616,https://www.blenheimpalace.com,+44 1993 810530,10:00-17:00,3,4.7,180,"palace,unesco",,UNESCO-listed palace and birthplace of Churchill.
282,Bourton-on-the-Water,Attraction,High St,Bourton-on-the-Water,GL54 2AF,51.884,-1.76,https://www.cotswolds.com,+44 1451 820654,Always open,1,4.6,90,"village,cotswolds",,Picturesque Cotswold village with bridges.
283,Brighton Royal Pavilion,Attraction,4/5 Pavilion Buildings,Brighton,BN1 1EE,50.8225,-0.1372,https://brightonmuseums.org.uk,+44 300 029 2233,10:00-17:15,2,4.6,120,"palace,exotic",,Regency palace with Indo-Saracenic design.
284,North Laine,Shopping,North Laine,Brighton,BN1,50.825,-0.136,https://www.visitbrighton.com,+44 1273 292716,Always open,1,4.5,120,"independent,shopping",,Independent shops and cafes area.
285,Escape Leicester,Entertainment,"Horsefair House, Horsefair Street",Leicester,LE1 5BP,52.6359,-1.1369,https://www.escape-leicester.co.uk,0208 222 6660,10:00-22:00,2,4.7,90,"escape room,games",,Escape room experiences in central Leicester.
286,Game of Throwing Leicester,Entertainment,21 Hotel Street,Leicester,LE1 5AW,52.6354,-1.1352,https://www.gameofthrowing.co.uk/game-of-throwing-leicester,0116 410 5013,12:00-22:00,2,4.6,90,"axe throwing,games",,Axe throwing venue with coached sessions.
287,Caddyshackers Leicester (East Street Lanes),Entertainment,17-25 East Street,Leicester,LE1 6NB,52.6328,-1.131,https://caddyshackers.co.uk,,10:00-23:00,2,4.5,90,"crazy golf,bar",,Crazy golf and social games in East Street Lanes.
288,The Circus,Attraction,The Circus,Bath,BA1 2ET,51.3847,-2.3606,https://visitbath.co.uk,,Always open,1,4.7,45,"georgian,architecture",,Georgian architectural landmark of three curved terraces.
289,Pulteney Bridge,Attraction,Bridge Street,Bath,BA2 4AT,51.3852,-2.3578,https://visitbath.co.uk,,Always open,1,4.7,45,"bridge,architecture",,Historic bridge lined with shops over the River Avon.
290,Holburne Museum,Museum,Great Pulteney Street,Bath,BA2 4DB,51.3866,-2.3535,https://www.holburne.org,+44 1225 388569,10:00-17:00,1,4.5,90,"art,museum",,Museum of fine and decorative arts.
291,Canterbury Cathedral,Attraction,"Cathedral House, 11 The Precincts",Canterbury,CT1 2EH,51.2798,1.0837,https://www.canterbury-cathedral.org,+44 1227 762862,09:30-17:00,2,4.8,150,"cathedral,unesco",,World Heritage cathedral and seat of the Archbishop of Canterbury.
292,Dover Castle,Castle,Castle Hill Road,Dover,CT16 1HU,51.129,1.322,https://www.english-heritage.org.uk,,10:00-17:00,2,4.6,180,"castle,history",,Medieval fortress with dramatic coastal views.
293,Leeds Castle,Castle,Broomfield,Maidstone,ME17 1PL,51.248,0.629,https://leeds-castle.com,+44 1622 765400,10:00-18:00,3,4.7,180,"castle,gardens",,Historic castle set in extensive parkland.
294,Ashmolean Museum,Museum,Beaumont Street,Oxford,OX1 2PH,51.7545,-1.2603,https://www.ashmolean.org,+44 1865 278000,10:00-17:00,1,4.7,120,"museum,art",,University museum of art and archaeology.
295,Windsor Castle,Castle,Castle Hill,Windsor,SL4 1NJ,51.4839,-0.6044,https://www.rct.uk/visit/windsor-castle,,10:00-17:15,3,4.7,180,"royal,castle",,Royal residence and historic castle.
296,Legoland Windsor Resort,Theme Park,Winkfield Road,Windsor,SL4 4AY,51.4633,-0.6533,https://www.legoland.co.uk,,10:00-17:00,3,4.5,240,"theme park,family",,Family theme park with rides and LEGO attractions.
297,Stonehenge,Attraction,Stonehenge Visitor Centre,Amesbury,SP4 7DE,51.1789,-1.8262,https://www.english-heritage.org.uk/visit/places/stonehenge,,09:30-17:00,3,4.6,150,"prehistoric,unesco",,Prehistoric stone circle and visitor centre.
298,Salisbury Cathedral,Attraction,6 The Close,Salisbury,SP1 2EJ,51.0645,-1.7976,https://www.salisburycathedral.org.uk,+44 1722 555120,10:00-16:00,2,4.8,120,"cathedral,architecture",,Cathedral with Britain’s tallest spire.
299,Jurassic Coast at Durdle Door,Nature,Durdle Door,West Lulworth,BH20 5PU,50.6206,-2.2749,https://www.jurassiccoast.org,,Always open,1,4.8,150,"coastal,cliffs",,Iconic limestone arch on the Jurassic Coast.
300,Brighton Beach,Nature,Seafront,Brighton,BN2,50.8206,-0.1372,https://www.visitbrighton.com,,Always open,1,4.6,120,"seaside,walk",,Classic pebble beach and promenade.
301,South Downs Way (Devil’s Dyke),Nature,Devil's Dyke Road,Brighton,BN1 8YW,50.8804,-0.2422,https://www.southdowns.gov.uk,,Always open,1,4.8,180,"hiking,views",,South Downs viewpoint and walking routes.
302,Portsmouth Historic Dockyard,Museum,"Victory Gate, HM Naval Base",Portsmouth,PO1 3LJ,50.8018,-1.1098,https://historicdockyard.co.uk,+44 23 9283 9766,10:00-17:00,3,4.6,240,"navy,history",,Historic ships including HMS Victory and Mary Rose.
303,New Forest National Park,Nature,New Forest,Hampshire,SO43,50.879,-1.581,https://www.newforestnpa.gov.uk,,Always open,1,4.8,240,"national park,walks",,"Woodlands, heathland and wild ponies."
304,Herb,Restaurant,41 Belvoir St,Leicester,LE1 6SL,52.6348,-1.1296,https://www.herbleicester.co.uk,+44 116 255 2999,12:00-22:00,2,4.6,90,"vegetarian,independent",,Vegetarian restaurant with bold flavours.
305,The Case Restaurant,Restaurant,15-17 Gallowtree Gate,Leicester,LE1 5AD,52.6346,-1.1309,https://www.thecaserestaurant.co.uk,+44 116 255 2299,18:00-23:00,3,4.7,120,"fine dining,independent",,Modern British fine dining restaurant.
306,Ramada Encore Leicester City Centre,Hotel,84-90 Charles St,Leicester,LE1 1GE,52.632,-1.133,https://www.wyndhamhotels.com,+44 116 255 0500,24 hours,2,4.2,0,"hotel,central",,Modern hotel close to city centre.
307,Holiday Inn Leicester,Hotel,129 St Nicholas Cir,Leicester,LE1 5LX,52.6375,-1.1369,https://www.ihg.com,+44 116 482 1900,24 hours,2,4.3,0,"hotel,central",,Contemporary hotel overlooking Jubilee Square.
308,Nottingham Castle,Castle,Lenton Rd,Nottingham,NG1 6EL,52.9501,-1.1547,https://www.nottinghamcastle.org.uk,+44 115 876 1400,10:00-17:00,2,4.4,120,"castle,history",,Historic castle with museum and views.
309,Ye Olde Trip to Jerusalem,Pub,Brewhouse Yard,Nottingham,NG1 6AD,52.9512,-1.1557,https://www.greeneking.co.uk,+44 115 947 3172,11:00-23:00,2,4.5,90,"historic pub,food",,Claimed to be England’s oldest inn.
